3360912,563470,1740
3360912,565659,707
3412375,511015,1736
3412375,618078,1872
3482038,441619,1479
3482038,582993,942
3482038,583981,1575
3523389,482803,1394
3604793,400829,1471
3604793,566295,677
3604793,567864,1622
3619014,414941,1267
3619014,418827,691
3673978,470028,1453
3673978,471913,732
3719801,515869,1145
3719801,519701,1590
3775423,459300,1588
3775423,573285,521
3775423,575373,887
3849247,385740,1243
3940283,294720,1590
3940283,478801,651
3940283,480308,1106
3997368,351573,1821
3997368,356129,868
4019779,374162,1268
4019779,376533,784
4088564,304431,1620
4088564,446621,1134
4155995,237433,1276
4155995,373834,949
4155995,375414,886
4249714,143553,1666
4289263,183165,1243
4289263,185503,585
4289263,187230,635
4339086,232679,1585
4339086,235993,870
4428087,322043,1297
4428087,324379,624
4521924,227229,1974
4521924,419564,1011
4609157,140131,1551
4609157,317184,870
4609157,318610,1406
4652207,183449,1322
4672490,203541,1709
4672490,205341,766
4672490,207377,1171
4694832,225805,1433
4694832,229826,1665
4785580,134436,1313
4785580,319368,669
4868276,51748,1438
4868276,221258,638
4944531,127703,1591
4944531,130063,861
4944531,131685,1285
4964252,147482,1650
5031639,79185,1654
5031639,217683,561
5031639,219141,770
5109486,157360,1560
5109486,161930,1096
5178401,87750,1653
5178401,228042,829
5254853,164348,1107
5254853,167387,1396
5277628,140635,1900
5277628,188760,603
5277628,190837,1991
5293028,156199,1591
5386701,249690,1803
5386701,251747,528
5386701,253546,1182
5436577,299728,1361
5436577,303763,1272
5496377,239202,1270
5496377,361441,635
5571673,314404,1627
5571673,317769,1308
5634596,377470,1480
5634596,380125,933
5634596,381893,1776
5697355,314181,1298
5735041,351835,1551
5735041,354361,983
5735041,355484,1973
5831561,448377,1405
5831561,451569,974
5886962,503675,1491
5886962,505651,920
5898206,491814,1465
5898206,518880,1822
5964606,557949,1414
5964606,560363,839
5964606,561110,1501
6043360,636715,1634
6097980,691676,1400
6097980,693292,875
6097980,694533,1796
6143410,645364,1692
6143410,741489,1324
6160582,662439,1578
6160582,664727,553
6218586,603719,1521
6218586,725399,1927
6255713,640904,1526
6255713,643239,623
6255713,644542,533
6298067,597605,1562
6352837,542955,1392
6352837,654737,757
6352837,655860,903
6394992,584952,1754
6394992,589830,1490
6431409,621831,1061
6431409,623633,638
6519687,710095,1182
6519687,714206,914
6534536,694480,1350
6534536,726861,801
6534536,729281,1574
6559305,719280,1581
6579462,698475,1154
6579462,741438,822
6579462,742510,1687
6643590,762395,1796
6643590,766803,1263
6701636,820314,1949
6701636,823261,693
6792399,911549,1287
6792399,914578,897
6809266,893983,1576
6809266,930011,686
6809266,932699,557
6825480,910369,1165
6858316,876570,1613
6858316,944737,509
6858316,947029,1520
6947059,965633,1304
6947059,969026,1377
7030653,1049250,1278
7030653,1051615,602
7097454,1116099,1528
7097454,1119166,1473
7148065,1064842,1412
7148065,1168502,884
7148065,1170047,976
7158281,1075153,1539
7256761,1173278,1661
7256761,1175331,570
7256761,1176604,1656
7298030,1131390,1498
7298030,1217883,1522
7362663,1066472,1655
7362663,1197776,939
7439113,1142867,1730
7439113,1147554,1264
7492140,1088901,1501
7492140,1197890,892
7492140,1200330,1836
7585101,1181850,1897
7682158,1279277,1376
7682158,1281336,854
7682158,1283367,1568
7731593,1328452,1451
7731593,1332085,1679
7792759,1266621,1580
7792759,1392051,594
7870636,1188437,1651
7870636,1347545,1763
7918086,1236233,1469
7918086,1238434,649
7918086,1240468,1075
7990990,1161330,2703
