34:2,3,7,2,2,9,9,6,4,4,1,4,4,5,6,9,2,3,7,5,8,5,1,1,8,3,2,3,2,9
35:8,7,6,4,4,9,3,7,2,2,7,4,8,6,5,9,2,6,1,6,2,1,3,3,4,8,5,5,4,1
36:3,5,9,1,3,7,2,8,5,2,1,7,3,6,8,7,6,9,4,7,9,4,8,7,1,1,4,4,3,5
37:7,5,8,8,6,9,2,1,6,2,3,3,9,6,3,7,1,8,8,2,8,6,3,6,2,3,8,6,1,5
38:5,2,3,2,4,3,9,4,2,9,7,9,4,6,3,2,2,8,1,6,2,8,1,7,8,3,1,3,6,6
39:9,2,3,7,1,2,7,8,9,7,1,9,7,7,9,2,8,6,1,9,3,6,9,6,3,6,1,4,7,1
40:8,3,2,3,7,6,1,8,2,9,9,3,1,1,5,3,6,5,8,2,3,3,8,1,4,3,8,4,2,6
41:1,2,8,8,8,8,6,3,8,9,4,3,5,8,7,9,4,9,2,2,2,6,6,9,5,2,6,8,5,8
42:7,7,5,6,1,6,5,8,7,7,5,2,6,8,9,8,6,1,3,5,9,5,2,5,8,3,1,8,9,6
43:3,2,7,5,5,2,6,7,2,4,7,6,1,6,3,6,5,7,5,6,5,9,5,5,2,9,1,3,9,8
44:7,3,8,5,3,2,6,1,2,6,8,1,6,3,7,1,1,4,7,2,9,7,7,2,6,5,2,2,5,2
45:6,5,7,9,7,7,5,7,1,8,1,4,3,8,1,6,2,5,9,5,6,3,8,3,7,9,7,9,3,1
46:2,2,7,6,9,5,8,7,1,3,1,5,3,3,3,7,9,1,5,6,1,2,1,5,4,1,2,1,9,6
47:8,5,4,6,8,3,7,7,4,5,6,4,7,2,1,2,1,2,8,9,8,8,1,6,5,1,5,3,5,2
48:5,4,7,5,5,2,2,4,3,1,1,9,4,1,4,3,1,7,8,7,5,5,2,5,8,4,6,8,4,7
49:3,1,4,7,9,4,4,3,9,6,5,3,4,1,2,1,1,3,5,8,5,5,1,2,5,4,9,2,8,6
50:9,6,9,8,6,6,3,8,4,5,5,4,6,6,5,5,5,7,8,8,6,7,7,9,3,1,7,4,4,1
51:6,5,2,6,1,1,2,1,6,1,2,1,9,6,6,5,7,4,8,2,4,4,8,6,1,4,6,2,1,3
52:3,1,5,7,7,4,7,7,8,1,3,9,4,4,1,3,6,5,9,5,4,3,4,2,2,2,8,1,1,2
53:7,6,3,6,4,4,2,8,3,5,3,2,7,6,2,4,9,6,7,4,8,9,4,1,2,5,5,2,2,5
54:1,8,7,3,9,5,7,5,5,7,7,2,6,8,9,1,1,9,9,5,8,3,3,5,6,7,6,8,1,8
55:9,9,6,6,5,7,6,8,6,4,7,3,2,4,1,6,2,1,3,6,9,3,5,4,8,1,1,8,3,7
56:1,2,3,4,6,7,1,3,7,8,2,8,6,2,8,2,6,1,4,9,2,9,6,8,3,3,6,1,6,7
57:3,9,5,4,4,1,8,7,9,9,4,1,2,8,3,3,1,8,2,2,6,6,7,3,2,2,2,4,9,4
58:2,7,8,1,6,7,8,5,1,4,8,3,1,7,5,1,4,3,2,2,1,2,2,2,8,5,8,7,2,6
59:1,1,8,3,9,1,5,7,8,8,4,4,6,1,7,9,4,8,7,9,8,9,6,3,7,9,3,7,4,6
60:2,4,1,3,7,9,3,4,6,5,4,4,9,8,8,3,5,4,8,8,7,1,7,8,5,1,9,6,5,3
61:6,5,1,6,4,7,7,1,4,4,5,9,4,3,5,9,9,8,4,7,5,3,8,8,4,2,1,4,4,5
62:4,6,9,7,3,6,3,8,3,9,9,2,3,5,6,6,4,6,1,9,3,7,8,9,6,3,6,2,9,9
63:1,1,8,3,9,1,5,7,8,8,4,4,6,1,7,9,4,8,7,9,8,9,6,3,7,9,3,7,4,6
64:5,3,9,5,3,1,9,5,1,6,9,8,8,2,4,2,7,4,9,3,4,9,1,5,2,2,3,9,2,1
65:4,2,9,3,4,1,4,6,3,3,5,6,5,9,3,8,5,2,8,5,1,8,1,3,5,2,9,2,3,4
66:7,6,1,1,7,8,7,2,4,7,1,3,1,8,9,7,1,1,9,1,1,4,6,1,9,9,9,2,9,6
67:8,8,4,9,3,2,4,1,8,9,2,3,1,5,6,5,1,9,2,9,5,1,3,7,8,1,4,8,3,8
68:7,2,3,2,6,1,5,4,7,2,3,9,2,2,6,4,2,7,6,8,7,6,1,3,1,2,7,5,8,7
69:3,7,6,2,3,7,5,7,7,3,9,7,5,5,5,4,9,1,5,2,2,6,5,4,6,3,4,5,6,1
70:6,9,8,2,7,8,5,8,7,4,1,9,4,5,3,5,4,6,3,8,1,3,1,2,8,7,2,1,2,7
71:4,8,8,1,8,2,6,6,3,1,8,7,8,7,8,7,3,9,4,7,2,9,5,4,6,9,7,5,5,3
72:7,4,2,3,8,1,2,5,1,5,1,8,5,7,5,9,9,8,8,5,2,2,8,7,8,9,8,5,3,9
73:2,9,9,2,7,4,1,3,6,4,5,1,8,1,3,9,4,5,5,3,8,5,6,5,7,2,8,4,9,1
74:4,8,5,4,9,6,9,6,9,5,1,1,3,3,9,1,9,9,1,6,3,3,1,3,1,4,2,2,7,9
75:2,4,5,7,6,8,9,5,2,5,5,8,5,4,5,7,3,3,7,1,3,7,9,7,3,6,9,4,6,1
76:2,1,6,2,8,2,9,2,7,9,1,8,8,5,7,4,4,4,2,5,7,8,6,1,3,7,7,3,7,6
77:4,8,6,2,2,1,7,3,4,2,2,9,8,7,9,5,2,7,9,8,3,1,2,5,4,2,6,8,8,1
78:2,3,9,9,8,4,1,7,5,3,6,3,6,2,2,9,8,3,2,4,7,5,4,9,7,2,6,8,7,8
79:2,2,7,6,9,5,8,7,1,3,1,5,3,3,3,7,9,1,5,6,1,2,1,5,4,1,2,1,9,3
80:2,2,7,3,5,4,2,9,5,4,4,5,3,9,5,1,9,3,2,8,3,6,6,7,8,7,2,4,5,5
81:7,4,2,3,8,1,2,5,1,5,1,8,5,7,5,9,9,8,8,5,2,2,8,2,8,9,8,5,3,9
82:3,3,5,6,7,5,3,5,5,6,2,5,1,4,1,5,2,3,1,3,4,6,9,5,2,2,6,9,2,9
83:1,3,3,1,8,3,7,1,5,9,4,9,5,4,3,8,2,5,8,5,6,5,9,2,3,5,3,3,4,2
84:5,7,4,8,4,5,8,7,3,2,7,1,7,1,1,4,7,8,2,6,5,3,2,7,4,4,7,2,4,9
85:1,5,1,6,6,4,2,2,7,1,4,8,5,3,6,9,3,9,1,4,5,6,9,7,4,2,6,4,7,6
86:4,4,1,2,4,6,4,8,1,2,8,4,3,9,9,6,5,5,4,2,6,5,5,8,1,3,3,2,8,6
87:9,9,6,6,5,7,6,8,6,4,7,3,2,4,1,6,6,1,3,6,9,3,5,4,8,1,1,8,3,7
88:2,4,1,3,7,9,3,4,6,5,4,4,9,8,8,3,5,4,8,8,2,1,7,8,5,1,9,6,5,7
89:4,8,8,1,8,2,6,6,3,1,1,7,8,7,8,7,3,9,4,7,2,9,5,4,6,9,7,5,5,8
90:2,2,6,4,3,4,1,2,6,8,1,8,9,5,4,9,4,5,9,1,7,4,4,8,5,7,5,5,9,5
91:9,3,7,7,6,2,8,5,1,6,5,9,4,1,2,6,8,3,5,3,1,8,6,5,9,6,1,5,2,2
92:8,9,5,9,6,7,5,4,6,1,5,8,8,1,2,8,8,7,6,6,8,9,6,1,7,4,9,1,9,9
93:3,1,5,7,7,3,7,7,8,1,3,9,4,4,1,3,6,5,9,5,4,3,4,2,2,2,8,1,1,5
94:2,2,7,3,5,4,2,9,5,4,4,5,3,9,5,1,9,3,2,8,3,6,6,7,8,7,2,4,5,8
95:1,7,4,4,5,5,4,3,4,6,7,2,2,2,2,9,1,6,1,4,4,2,8,7,7,5,3,5,9,3
96:2,3,9,9,8,4,1,7,5,3,6,3,6,2,2,9,8,3,2,4,7,5,4,3,7,2,6,8,7,8
97:3,5,7,6,5,2,5,5,4,9,7,1,4,4,7,2,2,8,9,3,4,7,2,5,7,1,5,7,7,2
98:1,1,3,5,2,5,8,6,7,7,2,6,3,3,4,3,7,4,6,7,2,4,1,6,7,9,7,2,1,8
99:8,3,5,8,3,2,5,3,1,1,8,9,7,2,8,4,5,9,8,1,9,3,4,6,2,7,7,4,1,5
100:1,2,3,4,6,7,1,3,7,8,2,8,6,2,8,2,6,1,4,9,2,9,6,8,3,3,6,1,8,1
101:9,5,6,3,9,9,5,5,6,2,5,9,4,2,7,1,6,6,4,6,2,7,7,6,4,9,7,9,7,7
102:1,2,3,4,6,7,1,3,7,8,2,8,6,2,8,2,6,1,4,9,2,9,6,8,3,3,6,1,6,1
103:8,9,5,2,4,3,2,8,7,8,4,1,7,5,2,2,4,3,9,4,1,7,3,9,9,9,5,1,8,7
104:8,3,5,8,3,2,5,3,1,1,8,9,7,2,8,4,5,9,8,1,9,3,4,6,2,7,7,4,1,4
105:2,8,1,7,9,7,7,4,7,4,6,3,4,6,1,4,8,1,4,8,9,9,3,2,8,4,9,3,6,9
106:9,1,4,2,3,5,7,8,6,2,4,1,9,1,6,2,7,4,9,6,5,4,5,6,1,3,7,3,3,6
107:8,3,1,6,3,8,2,1,2,4,2,1,4,6,5,1,8,3,3,2,1,2,1,2,4,9,8,3,8,1
108:7,2,9,9,1,3,2,3,2,9,5,3,6,1,6,9,8,7,3,3,6,1,9,7,6,1,1,7,9,1
109:7,1,9,8,9,6,3,9,2,7,5,3,7,6,9,3,4,1,4,8,5,4,4,5,7,8,4,6,5,8
110:6,3,5,4,7,7,9,9,9,5,5,1,1,4,7,1,1,2,9,4,8,2,4,4,7,7,5,1,9,3
111:2,3,8,7,1,4,7,6,3,5,4,6,4,1,1,6,1,2,3,7,3,7,9,7,3,2,2,9,4,9
112:1,2,2,5,8,3,4,7,9,9,1,5,4,4,8,8,8,5,5,2,9,5,7,8,7,2,8,2,2,1
113:1,1,8,5,5,7,5,3,1,6,6,7,3,7,4,3,9,3,4,3,2,1,2,4,2,1,8,1,9,1
114:6,1,7,4,4,8,8,7,3,1,1,9,6,6,3,5,4,1,6,8,9,8,5,8,7,2,9,1,5,3
115:7,9,8,8,5,3,3,3,9,3,1,6,2,8,8,9,5,9,7,3,2,7,1,7,4,7,4,6,4,5
116:4,5,9,9,4,8,3,9,4,9,7,6,7,5,8,9,5,2,8,7,5,5,4,6,8,9,7,8,5,1
117:1,7,7,2,2,1,1,9,9,8,7,8,3,9,1,1,3,4,7,9,4,8,3,8,6,1,6,4,5,5
118:6,9,8,2,7,8,5,8,7,4,1,9,4,5,3,5,4,6,3,8,1,3,1,2,8,7,2,1,2,4
119:2,3,8,7,1,4,7,6,3,5,4,6,4,1,1,6,1,2,3,7,3,7,9,7,3,2,2,9,7,9
120:9,6,5,7,4,3,8,1,1,7,3,9,4,5,9,9,2,2,3,5,5,2,3,9,5,5,6,9,8,2
121:8,7,1,7,4,8,7,6,3,3,2,6,1,5,6,4,2,7,9,8,6,8,2,8,3,2,5,6,9,2
122:7,7,3,6,4,7,1,3,8,9,8,9,1,6,5,3,9,2,4,4,5,2,3,6,7,4,2,3,5,1
123:7,7,5,3,7,5,1,1,2,2,4,2,1,3,3,7,7,5,6,5,8,7,1,2,2,5,3,8,6,4
124:6,2,4,5,9,1,2,6,2,6,4,6,6,2,9,9,4,2,2,3,3,8,4,4,2,8,2,1,4,7
125:6,1,5,7,7,2,3,5,5,3,5,3,1,4,7,4,1,7,3,9,1,2,6,2,5,7,4,8,2,5
126:7,4,2,3,8,1,2,5,1,5,1,8,5,7,5,9,9,8,8,5,2,2,8,7,8,9,8,5,3,9
127:9,4,7,6,9,4,1,7,4,9,8,6,4,5,7,5,3,2,3,2,8,2,5,3,4,7,4,7,8,2
128:2,3,7,2,2,9,9,6,4,4,1,4,4,5,6,9,2,3,7,5,8,5,1,1,8,3,2,3,2,9
129:8,9,3,7,6,8,6,4,6,3,9,6,7,1,9,9,2,1,7,5,2,7,7,7,5,1,5,8,7,7
130:1,4,9,1,1,2,6,4,4,3,1,9,4,4,9,1,9,1,6,4,6,6,4,2,9,8,1,7,1,3
131:7,3,4,3,8,1,4,3,4,7,4,3,9,4,6,3,2,8,9,6,7,9,5,6,2,9,8,6,9,1
132:6,5,3,8,5,1,3,6,3,5,5,6,4,7,1,6,4,9,3,4,1,6,3,9,8,7,1,2,6,4
133:1,9,9,2,6,6,9,6,3,4,3,8,2,4,9,9,1,6,4,2,2,1,4,6,5,1,7,5,4,9
134:5,6,9,9,3,5,3,1,6,6,4,9,9,3,9,2,5,2,6,7,8,8,1,4,2,1,6,1,9,5
135:9,6,3,5,3,4,3,6,7,5,2,7,1,7,7,7,2,1,5,4,8,1,4,1,4,8,6,4,5,1
136:1,1,7,7,2,4,9,2,7,4,9,7,7,8,2,7,2,5,6,9,7,9,3,2,4,3,1,3,8,2
137:4,3,7,1,3,6,6,1,4,9,4,8,2,6,3,5,2,4,1,2,9,6,1,3,2,6,9,8,4,2
138:4,8,9,2,8,8,3,4,8,3,4,2,1,9,8,9,5,9,9,7,7,2,1,8,9,8,1,7,9,1
139:9,5,3,7,4,9,5,8,3,1,7,7,5,2,5,4,6,9,7,2,8,4,6,5,4,5,3,5,5,3
140:9,5,9,1,2,3,9,7,4,6,8,4,7,9,3,1,5,8,9,4,2,2,6,4,3,8,3,6,3,9
141:2,1,6,2,8,2,9,2,7,9,1,8,8,5,7,4,4,4,2,5,7,8,6,1,3,7,7,3,7,1
142:6,5,2,6,1,1,2,1,6,1,2,1,9,6,6,5,7,4,8,5,4,4,8,6,1,4,6,2,1,7
143:8,1,3,2,8,1,8,1,6,7,5,5,1,7,5,5,6,2,4,9,8,4,8,3,8,9,4,9,3,3
144:7,8,1,3,1,3,7,6,5,2,6,8,5,5,9,6,7,4,8,2,1,1,7,4,7,6,7,1,1,9
145:4,1,3,5,2,1,9,7,7,4,6,7,7,3,2,6,3,5,6,9,6,4,6,5,7,1,8,4,8,5
146:1,4,7,9,4,8,7,9,2,8,5,1,8,2,4,7,4,9,5,8,2,6,8,7,8,1,3,4,9,8
147:5,3,8,9,3,1,1,8,6,2,9,1,2,2,1,1,4,2,7,2,5,9,4,6,5,9,8,9,5,6
148:3,2,3,8,7,8,4,8,7,8,3,9,6,9,1,8,3,1,7,9,4,5,1,1,8,5,9,2,3,9
149:6,6,8,8,7,2,7,9,9,6,3,3,3,7,5,5,9,2,4,1,5,7,8,4,9,4,5,5,1,2
150:5,1,1,2,3,7,1,2,8,9,9,6,4,6,8,8,1,4,9,2,5,6,4,2,4,3,6,6,4,4
151:5,7,4,8,4,5,8,6,3,2,7,1,7,1,1,4,7,8,2,6,5,3,2,7,4,4,7,2,4,9
152:2,8,3,2,7,9,9,7,6,8,6,6,3,6,4,5,7,1,6,2,5,5,4,3,5,8,9,9,2,2
153:4,7,5,2,8,5,6,6,2,3,3,3,6,5,7,1,2,3,2,2,3,4,7,6,1,1,3,1,8,3
154:4,8,5,4,9,6,9,3,9,5,1,1,3,3,9,1,9,9,1,6,3,3,1,3,1,4,2,2,7,6
155:8,5,9,3,2,3,1,3,5,5,9,2,2,8,9,8,9,7,1,7,8,1,6,7,8,3,3,8,7,1
156:7,6,4,9,3,6,7,6,4,6,5,6,2,4,5,6,5,8,9,5,8,1,2,9,8,9,6,2,6,9
157:6,6,7,6,2,6,2,9,8,4,3,1,8,7,4,2,7,6,3,3,7,5,2,5,4,6,6,7,5,2
158:4,3,4,8,7,1,2,4,3,9,6,5,2,2,4,2,6,3,2,9,8,1,4,5,1,7,3,5,5,9
159:4,8,6,2,2,1,7,3,4,2,2,9,8,7,9,5,2,7,9,8,3,6,2,5,4,2,6,8,8,1
160:8,6,9,5,1,4,1,5,1,1,5,4,1,1,5,9,9,2,6,7,5,3,4,1,4,8,5,7,8,5
161:1,8,5,8,5,9,4,9,4,6,6,9,1,2,6,4,4,7,6,3,4,4,1,1,4,5,1,9,9,3
162:7,2,3,2,6,1,5,4,7,2,3,9,2,2,6,4,2,7,6,8,7,6,1,3,1,2,7,8,8,3
163:1,6,2,7,1,2,2,3,8,9,3,2,8,9,3,9,9,1,5,6,5,7,8,6,7,6,1,4,7,3
164:5,9,3,1,7,2,6,3,8,2,8,4,1,2,6,7,1,7,4,9,9,1,4,7,1,1,7,7,9,4
165:1,7,2,9,1,8,2,1,4,7,1,7,4,1,5,8,9,4,8,3,4,9,5,2,5,1,7,8,6,9
166:2,4,2,7,2,1,8,9,3,8,4,1,5,4,9,8,6,3,1,6,8,9,9,9,6,7,2,2,2,6
167:8,5,5,9,1,9,2,9,9,9,5,8,2,1,8,4,5,6,3,8,8,9,7,3,5,7,4,1,6,6
168:3,2,9,2,2,6,2,3,4,2,6,6,2,8,2,3,2,4,6,9,9,8,2,3,7,1,6,8,8,5
169:1,2,8,8,8,8,6,3,8,9,4,3,5,8,7,9,4,9,2,2,9,6,6,9,5,2,6,8,5,8
170:9,1,1,2,3,5,7,8,6,2,4,1,9,1,6,2,7,4,9,6,5,4,5,6,1,3,7,3,3,2
171:8,5,4,6,8,3,7,7,4,5,6,4,7,2,1,2,1,9,8,9,8,8,1,6,5,1,5,3,5,2
172:8,2,6,2,5,8,7,4,1,7,9,2,5,3,1,9,3,4,8,7,4,7,3,4,7,9,9,8,3,9
173:2,2,2,2,6,1,8,5,9,8,8,8,3,8,7,3,8,8,3,2,6,4,8,7,2,3,6,3,9,7
174:6,6,1,8,6,7,7,3,1,7,1,7,3,7,7,1,7,8,3,1,6,9,3,9,1,2,2,9,9,7
175:7,6,4,9,3,6,7,6,4,6,5,6,2,4,5,6,5,8,9,5,8,1,2,9,8,9,6,2,6,9
176:8,3,4,4,5,3,4,6,2,2,4,3,1,7,4,4,2,6,5,7,7,4,4,8,4,7,8,3,7,4
177:8,7,6,4,4,9,3,7,2,2,7,4,8,6,5,9,2,6,1,6,2,1,3,3,4,8,5,5,4,7
178:2,9,5,8,4,4,2,4,5,7,5,3,8,6,7,5,7,9,8,3,1,5,7,8,9,3,3,3,5,4
179:4,7,1,3,2,2,4,9,1,8,5,1,2,6,4,7,2,4,9,9,4,6,7,8,5,9,8,6,7,3
180:8,3,1,8,2,8,3,8,9,9,7,4,9,9,5,2,5,3,3,2,7,8,3,6,1,3,6,5,9,7
181:9,8,3,9,6,9,3,5,9,2,1,5,7,3,5,5,7,5,7,9,9,3,5,2,1,4,2,1,8,1
182:7,3,4,3,6,6,8,4,1,8,1,4,3,4,4,8,4,5,5,4,7,2,9,2,5,1,7,9,2,5
183:8,8,7,1,8,8,6,6,7,3,1,6,7,9,7,4,9,7,7,8,3,1,6,1,5,6,9,2,3,6
184:6,5,8,6,6,9,2,9,6,3,9,2,9,7,3,4,8,3,2,4,6,3,7,9,2,3,3,6,7,9
185:7,9,8,8,5,3,3,3,9,3,1,6,2,8,8,9,5,9,7,3,2,7,1,7,4,7,4,6,4,8
186:7,3,4,9,8,3,3,2,1,2,5,8,5,8,3,8,9,3,5,4,5,4,1,2,9,3,4,2,9,6
187:7,7,5,6,1,6,5,8,7,7,5,2,6,8,9,8,6,1,3,5,9,5,2,5,8,3,1,8,9,5
188:3,8,5,8,7,3,5,7,7,6,4,5,5,1,7,4,1,7,6,2,1,5,4,3,8,2,7,3,9,2
189:5,1,6,2,7,4,2,1,8,4,1,7,5,8,9,1,4,9,3,2,4,2,1,3,4,3,6,6,2,9
190:8,1,9,1,1,3,5,4,1,4,5,4,8,6,9,8,6,4,4,7,8,6,5,6,8,9,7,1,7,1
191:6,5,2,7,1,1,7,1,1,2,7,7,8,4,5,7,2,1,5,5,8,5,5,8,1,7,9,6,5,3
192:8,3,5,5,1,9,1,7,6,4,6,3,2,9,4,2,3,8,3,6,8,6,5,9,6,1,1,7,1,5
193:5,4,3,8,4,2,5,4,5,7,3,5,2,3,8,2,9,2,7,2,7,5,8,3,3,6,7,9,3,1
194:8,9,5,2,4,3,2,8,7,8,5,1,7,5,2,2,4,3,9,4,1,7,3,9,9,9,5,1,8,9
195:1,2,8,8,8,8,6,3,8,9,4,3,5,8,7,9,4,9,2,2,2,6,6,9,5,2,6,8,5,1
196:1,9,9,7,2,1,7,6,9,3,7,5,1,2,3,1,4,7,7,7,2,7,2,8,8,3,7,5,4,4
197:6,5,3,8,6,1,3,6,3,5,5,6,4,7,1,6,4,9,3,4,1,6,3,9,8,7,1,2,6,4
198:1,6,4,1,7,9,9,4,8,2,9,7,3,6,8,6,1,2,7,5,7,4,7,8,5,9,2,6,4,5
199:6,3,3,5,1,3,8,2,7,4,2,4,6,8,7,6,3,9,7,6,6,3,3,6,4,3,9,8,6,6
200:2,3,1,8,9,6,3,3,7,3,5,5,2,8,6,6,5,1,4,5,5,3,6,8,3,5,4,8,5,2
201:1,8,4,1,1,3,8,2,9,6,3,5,5,6,4,5,4,9,6,4,2,4,3,2,5,2,4,7,8,3
202:4,5,9,9,4,8,3,9,4,9,7,6,7,5,8,9,5,2,8,7,6,5,4,6,8,9,7,8,5,1
203:7,7,5,6,1,6,6,8,7,7,5,2,6,8,9,8,6,1,3,5,9,5,2,5,8,3,1,8,9,5
204:2,3,7,2,2,9,9,6,4,4,1,4,4,5,6,9,2,3,7,5,8,5,1,1,8,3,2,3,2,3
205:4,3,9,5,9,7,5,8,6,2,6,3,7,3,5,3,7,4,1,3,3,9,5,8,6,4,3,3,1,8
206:8,1,4,7,9,4,3,6,7,7,6,1,1,3,7,5,3,9,3,4,5,7,6,1,9,7,7,7,3,2
207:2,3,9,9,8,4,1,7,5,3,6,3,6,2,2,9,8,3,2,4,7,5,4,9,7,2,6,8,7,1
208:4,1,2,4,5,7,3,3,7,2,1,1,2,8,6,8,7,5,7,5,6,9,4,9,5,8,5,1,7,9
209:5,1,1,2,3,7,1,2,8,9,9,6,4,6,8,8,1,4,9,2,5,6,4,2,4,3,6,6,4,9
210:4,2,8,2,4,2,9,7,7,7,5,5,4,6,9,8,7,7,8,2,2,4,3,9,8,6,5,4,8,8
211:9,9,6,6,5,7,6,8,6,4,7,3,2,4,1,6,6,1,3,6,9,3,5,4,8,1,1,8,3,7
212:3,5,9,7,5,2,5,1,1,9,7,2,3,6,1,7,5,6,9,3,5,1,1,2,3,4,3,5,3,5
213:7,4,5,4,1,3,4,5,1,1,5,9,1,7,8,8,8,7,3,9,1,6,3,2,2,3,7,3,6,4
214:6,6,3,6,6,6,6,8,4,5,9,5,1,6,7,2,8,2,6,1,3,9,3,9,7,6,2,7,9,8
215:8,1,8,1,2,2,5,9,2,5,3,7,8,6,6,2,3,2,4,1,7,1,8,9,6,3,5,8,4,9
216:7,4,5,4,1,3,4,5,7,1,5,9,1,7,8,8,8,7,3,9,1,6,3,2,2,3,7,3,6,3
217:7,4,5,4,1,3,4,5,7,1,5,9,1,7,8,8,8,7,3,9,1,6,3,2,2,3,7,3,6,4
218:7,3,9,6,1,5,4,5,4,4,1,5,7,2,1,3,4,9,9,8,1,8,2,3,3,5,4,8,3,4
219:8,9,5,1,9,4,2,4,5,7,4,5,1,7,5,5,3,2,5,4,8,9,7,1,1,2,8,7,2,3
220:4,7,7,8,3,1,8,5,1,8,7,5,5,4,7,4,3,1,6,4,5,3,9,6,9,7,6,9,7,4
221:1,8,5,8,5,9,4,9,4,6,6,9,1,2,6,4,4,7,6,3,4,4,1,1,4,5,1,9,9,9
222:8,1,6,2,1,6,8,2,6,5,5,5,6,4,6,1,9,1,7,4,2,1,3,7,6,8,4,8,2,6
223:7,9,2,8,5,3,3,3,9,3,1,6,2,8,8,9,5,9,7,3,2,7,1,7,4,7,4,6,4,5
224:2,4,1,3,7,9,3,4,6,5,4,4,9,8,8,3,5,4,8,8,7,1,7,8,5,1,9,6,5,7
225:6,6,3,6,6,6,6,8,4,5,9,5,1,6,7,2,8,2,6,1,3,9,4,9,7,6,2,7,9,8
